[ 2012-05-03T09:21:03+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000205s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000173s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002303s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000184s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000230s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002246s ]
[ 2012-05-03T09:49:26+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000223s ]
[ 2012-05-03T09:49:27+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:49:27+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 2 [ RunTime:0.000149s ]
[ 2012-05-03T09:49:27+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002217s ]
[ 2012-05-03T09:49:27+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=2 LIMIT 1  [ RunTime:0.000181s ]
[ 2012-05-03T09:58:13+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:13+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, ''); [ RunTime:0.030761s ]
[ 2012-05-03T09:58:13+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002086s ]
[ 2012-05-03T09:58:13+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, ''); [ RunTime:0.000203s ]
[ 2012-05-03T09:58:35+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:35+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000306s ]
[ 2012-05-03T09:58:35+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002124s ]
[ 2012-05-03T09:58:35+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000215s ]
[ 2012-05-03T09:58:36+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:36+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000521s ]
[ 2012-05-03T09:58:36+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002186s ]
[ 2012-05-03T09:58:36+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000186s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000279s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002179s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000223s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000188s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002164s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000190s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000279s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002209s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000240s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000280s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002201s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000275s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000476s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002437s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000211s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000181s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002232s ]
[ 2012-05-03T09:58:37+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000255s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000160s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002134s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000365s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000194s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002250s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000224s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000178s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002393s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000278s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: db IndexAction.class.php 第 33 行.
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000223s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002437s ]
[ 2012-05-03T09:58:38+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user` (`id`, `account`, `nickname`, `password`, `bind_account`, `last_login_time`, `last_login_ip`, `login_count`, `verify`, `email`, `remark`, `create_time`, `update_time`, `status`, `type_id`, `info`) VALUES
(5, 'leader', '领导q1', 'c444858e0aaeb727da73d2eae62321ad', '', 1254325906, '127.0.0.1', 15, '', '', '领导', 1253514575, 1254325705, 1, 0, '') [ RunTime:0.000278s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.018252s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000327s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000356s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002519s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000174s ]
[ 2012-05-03T10:05:00+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000423s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002613s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000181s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000132s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002631s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000177s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000207s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002380s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000217s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000207s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002690s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000147s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000221s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002300s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000179s ]
[ 2012-05-03T10:05:01+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000220s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002675s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000169s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000140s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002386s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000199s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000183s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002602s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000220s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000180s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002240s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000156s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000152s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002529s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000161s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000146s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002305s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000435s ]
[ 2012-05-03T10:05:02+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000476s ]
[ 2012-05-03T10:05:03+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.002284s ]
[ 2012-05-03T10:05:03+08:00 ] /index.php/Index/index | SQL: SELECT * FROM `think_user` WHERE id=1 LIMIT 1  [ RunTime:0.000176s ]
[ 2012-05-03T10:05:03+08:00 ] /index.php/Index/index | SQL: select * from think_user where id = 1 [ RunTime:0.000219s ]
[ 2012-05-03T10:07:43+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001874s ]
[ 2012-05-03T10:07:43+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000216s ]
[ 2012-05-03T10:08:09+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002111s ]
[ 2012-05-03T10:08:09+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000273s ]
[ 2012-05-03T10:11:47+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.001863s ]
[ 2012-05-03T10:11:47+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000167s ]
[ 2012-05-03T10:11:47+08:00 ] /index.php/Index/index | NOTIC: [2] mysql_query() expects parameter 1 to be string, array given DbMysql.class.php 第 156 行.
[ 2012-05-03T10:11:47+08:00 ] /index.php/Index/index | SQL: Array [ RunTime:0.000055s ]
[ 2012-05-03T10:13:27+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002291s ]
[ 2012-05-03T10:13:27+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000242s ]
[ 2012-05-03T10:13:27+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 716 行.
[ 2012-05-03T10:13:27+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:13:27+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000156s ]
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002090s ]
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000244s ]
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | NOTIC: [2] Missing argument 2 for Db::selectInsert(), called in D:\workspace\demo2\cityosweb\Lib\Action\IndexAction.class.php on line 56 and defined Db.class.php 第 734 行.
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: table Db.class.php 第 737 行.
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined index: table Db.class.php 第 830 行.
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | NOTIC: [2] implode(): Invalid arguments passed Db.class.php 第 433 行.
[ 2012-05-03T10:14:15+08:00 ] /index.php/Index/index | SQL: INSERT INTO  (`ThinkPHP`,`ThinkPdm`) SELECT * FROM  [ RunTime:0.000149s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: SHOW COLUMNS FROM `think_user1` [ RunTime:0.002001s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | SQL: INSERT INTO `think_user1` (`username`,`passwd`) VALUES ('ThinkPHP','ThinkPdm') [ RunTime:0.000202s ]
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [2] Missing argument 2 for Db::selectInsert(), called in D:\workspace\demo2\cityosweb\Lib\Action\IndexAction.class.php on line 56 and defined Db.class.php 第 734 行.
[ 2012-05-03T10:14:16+08:00 ] /index.php/Index/index | NOTIC: [8] Undefined variable: table Db.class.php 第 737 行.
